Variable,Type,NumUniqueValues,Variable_Type,Code,Description,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
dv450_max_min_dd,numerical,591,Date_Difference,V450,OTHER SPECIFIED CARDIAC DEVICE IN SITU,591,2142,68741,0.9697811887194392,1486,59,1427.0,0.03970390309555855,0.002058847372858233,0.02096412397895123,0.018995492594977462,0.021054339967835692,245.60644257703083,210.1888888888889,247.15984405458093,0.15052925638991174,-0.02827,0.02827,0.19088,0.40523248259860783,0.8335782263715894,0.0,0.0,0.0,131.5,403.75,568.7000000000003,680,0.0,0.0,0.0,180.5,487.25,629.0,729
dv457_claim_cnt,numerical,25,,V450,OTHER SPECIFIED CARDIAC DEVICE IN SITU,25,70883,0,0.0,1735,73,1662.0,0.042074927953890486,0.0010186952532233726,0.02447695498215369,0.02350289761751449,0.024521592870737862,0.0473315181355191,0.04443013522215068,0.04746447910057984,0.06410831509230833,-0.0013599999999999999,0.0013599999999999999,0.71754,0.8625185233841302,0.9574573395021392,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,49
dv457_flag,numerical,2,,V450,OTHER SPECIFIED CARDIAC DEVICE IN SITU,2,70883,0,0.0,1735,73,1662.0,0.042074927953890486,0.0010186952532233726,0.02447695498215369,0.02350289761751449,0.024521592870737862,0.02447695498215369,0.02350289761751449,0.024521592870737862,0.041618545034139684,-0.00135,0.00135,0.7194,0.8629404824331411,0.9574573395021392,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv457_index_max_dd,numerical,475,Date_Difference,V457,OTHER ACQUIRED ABSENCE OF ORGAN,475,1735,69148,0.9755230450178464,1207,48,1159.0,0.039768019884009936,0.0016462361544902356,0.017028060324760518,0.0154539600772698,0.017100196231760036,141.02824207492796,185.1917808219178,139.0884476534296,0.3269085148490585,0.024069999999999998,0.024069999999999998,0.31628,0.5533388145315488,0.8332700603968938,0.0,0.0,0.0,106.0,358.0,517.5999999999998,722,0.0,0.0,0.0,41.0,224.75,454.90000000000015,721
dv457_index_min_dd,numerical,544,Date_Difference,V457,OTHER ACQUIRED ABSENCE OF ORGAN,544,1735,69148,0.9755230450178464,1349,53,1296.0,0.039288361749444035,0.002057783317494899,0.01903136153943823,0.017063747585318742,0.01912153090281364,185.2870317002882,232.0958904109589,183.23104693140797,0.26372511357725503,0.03096,0.03096,0.19739,0.4129214677640604,0.7483796296296297,0.0,0.0,0.0,183.0,397.0,590.8,722,0.0,0.0,5.0,82.0,334.75,534.9000000000002,727
dv457_max_min_dd,numerical,245,Date_Difference,V457,OTHER ACQUIRED ABSENCE OF ORGAN,245,1735,69148,0.9755230450178464,473,19,454.0,0.040169133192389,0.0005812449924675803,0.0066729681305813795,0.006117192530585964,0.006698437523053543,44.25878962536022,46.9041095890411,44.14259927797834,0.062394618886740076,-0.00343,0.00343,0.88655,0.943028656126482,0.9362049273943548,0.0,0.0,0.0,0.0,2.0,187.39999999999992,578,0.0,0.0,0.0,0.0,2.0,160.80000000000018,720
dv458_claim_cnt,numerical,30,,V457,OTHER ACQUIRED ABSENCE OF ORGAN,30,70883,0,0.0,5256,219,5037.0,0.04166666666666666,0.0038085534109382475,0.07415036045314109,0.07050869285254346,0.07431724626348171,0.16405908327807794,0.14520283322601416,0.16492320403676766,0.12020285873064225,-0.00322,0.00322,0.39136,0.6312307082452431,0.9448652881733708,0.0,0.0,0.0,0.0,0.0,0.0,29,0.0,0.0,0.0,0.0,0.0,0.0,40
dv458_flag,numerical,2,,V457,OTHER ACQUIRED ABSENCE OF ORGAN,2,70883,0,0.0,5256,219,5037.0,0.04166666666666666,0.0038085534109382475,0.07415036045314109,0.07050869285254346,0.07431724626348171,0.07415036045314109,0.07050869285254346,0.07431724626348171,0.051362574472514425,-0.00298,0.00298,0.42828,0.6635221808330511,0.9448652881733708,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv458_index_max_dd,numerical,721,Date_Difference,V458,DENTAL RESTORATION STATUS,721,5256,65627,0.925849639546859,4865,211,4654.0,0.0433710174717369,0.0007333289054696213,0.06863422823526093,0.06793303283966516,0.06866636174513477,230.20528919330292,269.29680365296804,228.50565812983916,0.1771946494629696,0.0462,0.0462,0.00081,0.005891494435612083,2.1705253545337344,0.0,19.0,81.0,232.0,417.0,590.4000000000002,726,0.0,4.0,41.0,166.0,382.0,574.0,730
dv458_index_min_dd,numerical,731,Date_Difference,V458,DENTAL RESTORATION STATUS,731,5256,65627,0.925849639546859,4975,211,4764.0,0.042412060301507536,0.002356298349381267,0.0701860812888845,0.06793303283966516,0.07028933118904643,315.5237823439878,330.675799086758,314.8649990073457,0.05010969367176008,0.01635,0.01635,0.23599,0.457926844783715,1.5114137279596978,0.0,30.6,140.5,320.0,529.5,631.2000000000003,726,0.0,14.0,89.0,293.0,525.0,655.0,730
dv458_max_min_dd,numerical,599,Date_Difference,V458,DENTAL RESTORATION STATUS,599,5256,65627,0.925849639546859,2201,82,2119.0,0.0372557928214448,0.0048637780648045975,0.031051168827504482,0.02640051513200257,0.031264293196807166,85.31849315068494,61.378995433789946,86.35934087750644,0.29278934169169585,-0.02556,0.02556,0.06391000000000001,0.19557742474916387,0.8242284785207181,0.0,0.0,0.0,0.0,28.5,239.8000000000016,701,0.0,0.0,0.0,0.0,81.0,371.0,721
dv548_claim_cnt,numerical,37,,V458,DENTAL RESTORATION STATUS,37,70883,0,0.0,1262,62,1200.0,0.0491283676703645,0.0022562438934978987,0.01780398685157231,0.019961365099806824,0.017705121206308926,0.0524526332124769,0.08081133290405666,0.05115304601856087,0.5654298949178586,0.0035299999999999997,0.0035299999999999997,0.34673000000000004,0.5868912079793129,1.1300301138852389,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,68
dv548_flag,numerical,2,,V458,DENTAL RESTORATION STATUS,2,70883,0,0.0,1262,62,1200.0,0.0491283676703645,0.0022562438934978987,0.01780398685157231,0.019961365099806824,0.017705121206308926,0.01780398685157231,0.019961365099806824,0.017705121206308926,0.12672689057275086,0.00349,0.00349,0.35247,0.5919787995594713,1.1300301138852389,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv548_index_max_dd,numerical,571,Date_Difference,V548,AFTERCARE FOLLOWING EXPLANTATION OF JOINT PROSTHESIS,571,1262,69621,0.9821960131484276,1225,62,1163.0,0.05061224489795919,0.002802151797359091,0.01728199991535347,0.019961365099806824,0.01715921330244773,296.6973058637084,300.1290322580645,296.52,0.012164020996275528,0.00599,0.00599,0.8317100000000001,0.9126411870503598,inf,6.0,45.0,115.25,267.0,490.0,613.0,720,0.0,21.90000000000001,98.0,272.5,464.25,626.0,730
dv548_index_min_dd,numerical,573,Date_Difference,V548,AFTERCARE FOLLOWING EXPLANTATION OF JOINT PROSTHESIS,573,1262,69621,0.9821960131484276,1229,62,1167.0,0.05044751830756713,0.0027431347266713944,0.017338430935485236,0.019961365099806824,0.01721823037313543,350.9342313787638,365.01612903225805,350.20666666666665,0.042200107716501234,0.014519999999999998,0.014519999999999998,0.6064,0.7926471722365039,inf,7.0,57.90000000000001,149.5,359.5,546.75,678.8,728,0.0,48.90000000000001,160.75,346.0,535.0,659.0,730
dv548_max_min_dd,numerical,241,Date_Difference,V548,AFTERCARE FOLLOWING EXPLANTATION OF JOINT PROSTHESIS,241,1262,69621,0.9821960131484276,613,31,582.0,0.05057096247960848,0.001393698764843583,0.008648053835193206,0.009980682549903412,0.008586983785059829,54.23692551505547,64.88709677419354,53.68666666666667,0.2065093107908152,0.01135,0.01135,0.68718,0.8488261133603239,1.0618556701030928,0.0,0.0,0.0,4.5,51.25,202.3,590,0.0,0.0,0.0,0.0,48.0,167.10000000000014,724
dv580_claim_cnt,numerical,84,,V548,AFTERCARE FOLLOWING EXPLANTATION OF JOINT PROSTHESIS,84,70883,0,0.0,1342,61,1281.0,0.045454545454545456,0.000739190710462259,0.01893260725420764,0.01963940759819704,0.018900216887734782,0.18309044481751616,0.216677398583387,0.1815512637030261,0.1918512728251365,0.00114,0.00114,0.76076,0.8824504555808657,1.0398936586128704,0.0,0.0,0.0,0.0,0.0,0.0,116,0.0,0.0,0.0,0.0,0.0,0.0,113
dv580_flag,numerical,2,,V548,AFTERCARE FOLLOWING EXPLANTATION OF JOINT PROSTHESIS,2,70883,0,0.0,1342,61,1281.0,0.045454545454545456,0.000739190710462259,0.01893260725420764,0.01963940759819704,0.018900216887734782,0.01893260725420764,0.01963940759819704,0.018900216887734782,0.039043260156256566,0.0011099999999999999,0.0011099999999999999,0.76756,0.8844308912386708,1.0398936586128704,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv580_index_max_dd,numerical,412,Date_Difference,V580,RADIOTHERAPY ENCOUNTER,412,1342,69541,0.9810673927457924,687,30,657.0,0.04366812227074236,3.482881216050962e-05,0.009692027707630885,0.009658725048293626,0.009693553860454136,135.61698956780924,168.78688524590163,134.03747072599532,0.2562320151084862,0.0167,0.0167,0.54106,0.7494246139872842,0.9191338930623066,0.0,0.0,0.0,0.0,362.0,469.0,716,0.0,0.0,0.0,2.0,226.0,494.0,730
dv580_index_min_dd,numerical,468,Date_Difference,V580,RADIOTHERAPY ENCOUNTER,468,1342,69541,0.9810673927457924,870,37,833.0,0.042528735632183914,0.0003778774111506417,0.0122737468786592,0.011912427559562138,0.01229030497071278,177.67436661698954,217.4754098360656,175.77907884465264,0.2346783713674197,0.02052,0.02052,0.45255,0.6817964601769911,0.8291316526610645,0.0,0.0,0.0,129.0,400.0,546.0,730,0.0,0.0,0.0,48.0,323.0,567.0,730
dv580_max_min_dd,numerical,186,Date_Difference,V580,RADIOTHERAPY ENCOUNTER,186,1342,69541,0.9810673927457924,721,32,689.0,0.04438280166435506,0.00013694962555749202,0.0101716913787509,0.0103026400515132,0.010165690425955708,42.057377049180324,48.68852459016394,41.7416081186573,0.1651771213260203,0.012969999999999999,0.012969999999999999,0.6349,0.8117207483943033,0.9481006956608778,0.0,0.0,0.0,2.0,66.0,88.0,638,0.0,0.0,0.0,7.0,60.0,84.0,728
dv581_claim_cnt,numerical,38,,V580,RADIOTHERAPY ENCOUNTER,38,70883,0,0.0,4355,291,4064.0,0.06681974741676235,0.033728289149748604,0.06143927316846071,0.09368963296844816,0.05996134381869956,0.1770241101533513,0.34996780424983903,0.16909866178792216,1.0217203877213945,0.029539999999999997,0.029539999999999997,0.0,0.0,1.6206489244905664,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,89
dv581_flag,numerical,2,,V580,RADIOTHERAPY ENCOUNTER,2,70883,0,0.0,4355,291,4064.0,0.06681974741676235,0.033728289149748604,0.06143927316846071,0.09368963296844816,0.05996134381869956,0.0614392731684607,0.09368963296844816,0.05996134381869956,0.5489695338235662,0.02875,0.02875,0.0,0.0,1.6206489244905664,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv581_index_max_dd,numerical,476,Date_Difference,V581,ENCOUNTER FOR ANTINEOPLASTIC CHEMOTHERAPY,476,4355,66528,0.9385607268315392,2216,193,2023.0,0.08709386281588448,0.032289914310386525,0.0312627851529986,0.06213779781068899,0.02984788350030246,63.8280137772675,76.12714776632302,62.94734251968504,0.20648935266307786,0.07376,0.07376,0.0,0.0,1.986910730678826,0.0,0.0,0.0,21.0,82.5,222.0,730,0.0,0.0,0.0,0.0,57.0,199.40000000000055,729
dv581_index_min_dd,numerical,674,Date_Difference,V581,ENCOUNTER FOR ANTINEOPLASTIC CHEMOTHERAPY,674,4355,66528,0.9385607268315392,2899,226,2673.0,0.07795791652293894,0.03332423787675885,0.040898381840497725,0.07276239536381197,0.03943815748705313,180.6718714121699,255.5429553264605,175.3107775590551,0.4440767516287597,0.08957000000000001,0.08957000000000001,0.0,0.0,1.809352787130565,0.0,0.0,12.5,171.0,457.0,668.0,730,0.0,0.0,0.0,49.0,301.25,599.7000000000003,730
dv581_max_min_dd,numerical,552,Date_Difference,V581,ENCOUNTER FOR ANTINEOPLASTIC CHEMOTHERAPY,552,4355,66528,0.9385607268315392,1963,169,1794.0,0.08609271523178808,0.027941661568622246,0.027693523129664374,0.05441081777205409,0.02646915620343184,116.8438576349024,179.4158075601375,112.36343503937007,0.5738630500396813,0.08576,0.08576,0.0,0.0,1.7527916369684011,0.0,0.0,0.0,77.0,343.0,582.0,722,0.0,0.0,0.0,0.0,134.25,449.0,730
dv586_claim_cnt,numerical,78,,V581,ENCOUNTER FOR ANTINEOPLASTIC CHEMOTHERAPY,78,70883,0,0.0,12215,559,11656.0,0.04576340564879247,0.007998499415923871,0.17232622772738174,0.17997424339987125,0.17197574398394735,0.7155030120056995,0.7543464262717321,0.7137229443616566,0.056776115863159886,0.00428,0.00428,0.25414000000000003,0.4804506198347107,1.056717075197677,0.0,0.0,0.0,0.0,0.0,1.0,65,0.0,0.0,0.0,0.0,0.0,1.0,191
dv586_flag,numerical,2,,V581,ENCOUNTER FOR ANTINEOPLASTIC CHEMOTHERAPY,2,70883,0,0.0,12215,559,11656.0,0.04576340564879247,0.007998499415923871,0.17232622772738174,0.17997424339987125,0.17197574398394735,0.17232622772738174,0.17997424339987125,0.17197574398394735,0.0464148697584062,0.00434,0.00434,0.24843,0.4741623904881102,1.056717075197677,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,1
dv586_index_max_dd,numerical,731,Date_Difference,V586,LONG-TERM (CURRENT) USE OF OTHER MEDICATIONS,731,12215,58668,0.8276737722726183,10755,500,10255.0,0.04649000464900047,0.00967373582931208,0.151728905379287,0.16097875080489374,0.1513050149755817,190.05067539909948,194.8389982110912,189.8210363761153,0.026403283358180044,0.0059700000000000005,0.0059700000000000005,0.5097,0.727731903276131,1.1577651249080647,0.0,0.0,20.0,107.0,341.0,524.4,721,0.0,0.0,18.0,101.0,323.25,536.5,730
dv586_index_min_dd,numerical,732,Date_Difference,V586,LONG-TERM (CURRENT) USE OF OTHER MEDICATIONS,732,12215,58668,0.8276737722726183,11335,525,10810.0,0.04631671812968681,0.00953405481163888,0.15991140329839312,0.16902768834513845,0.15949363353349955,337.51575931232094,344.087656529517,337.2005833905285,0.020405189828826758,0.006809999999999999,0.006809999999999999,0.45177,0.6812286585365853,1.2084398976982096,0.0,17.600000000000012,110.5,339.0,571.5,685.0,730,0.0,8.0,86.0,328.0,576.25,690.0,730
dv586_max_min_dd,numerical,729,Date_Difference,V586,LONG-TERM (CURRENT) USE OF OTHER MEDICATIONS,729,12215,58668,0.8276737722726183,6095,277,5818.0,0.04544708777686629,0.0033418986306567033,0.0859867669257791,0.08918222794591114,0.08584032931525444,147.46508391322146,149.24865831842575,147.3795470144132,0.012674941446562874,0.00064,0.00064,0.9435,0.9672491037418776,0.9856461604850684,0.0,0.0,0.0,0.0,278.5,541.1999999999998,724,0.0,0.0,0.0,0.0,260.0,540.0,728
dv588_claim_cnt,numerical,56,,V586,LONG-TERM (CURRENT) USE OF OTHER MEDICATIONS,56,70883,0,0.0,4856,215,4641.0,0.04427512355848435,0.0007463065807045559,0.06850725843996447,0.06922086284610432,0.06847455626539976,0.23125432049997885,0.21989697359948487,0.2317747908582557,0.0513625744725144,0.0005200000000000001,0.0005200000000000001,0.8889,0.9446498257839719,1.0117095823242692,0.0,0.0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0,0.0,0.0,0.0,83
dv588_flag,numerical,2,,V586,LONG-TERM (CURRENT) USE OF OTHER MEDICATIONS,2,70883,0,0.0,4856,215,4641.0,0.04427512355848435,0.0007463065807045559,0.06850725843996447,0.06922086284610432,0.06847455626539976,0.06850725843996447,0.06922086284610432,0.06847455626539976,0.010893832240543872,0.0006,0.0006,0.8720899999999999,0.9341633692343714,1.0117095823242692,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv588_index_max_dd,numerical,707,Date_Difference,V588,"FITTING AND ADJUSTMENT OF NONVASCULAR CATHETER, NOT ELSEWHERE CLASSIFIED",707,4856,66027,0.9314927415600356,4321,194,4127.0,0.04489701457995834,0.0015688926302679998,0.06095960949734069,0.062459755312298776,0.060890862682030776,193.998352553542,205.91162790697675,193.44645550527903,0.06425401163268861,0.0145,0.0145,0.31246999999999997,0.5489824308755761,1.1505648055199786,0.0,1.0,20.0,152.0,340.0,537.0,701,0.0,0.0,17.0,110.0,330.0,539.0,730
dv588_index_min_dd,numerical,722,Date_Difference,V588,"FITTING AND ADJUSTMENT OF NONVASCULAR CATHETER, NOT ELSEWHERE CLASSIFIED",722,4856,66027,0.9314927415600356,4459,197,4262.0,0.04418030948643194,0.0005429389993876071,0.06290647969188662,0.06342562781712814,0.06288268881774052,265.579489291598,260.21395348837206,265.82805429864254,0.021139060193410948,-0.00105,0.00105,0.94186,0.9670129039497306,0.9732389592783774,0.0,3.0,67.5,226.0,398.5,615.6,730,0.0,2.0,47.0,208.0,457.0,634.0,730
dv588_max_min_dd,numerical,549,Date_Difference,V588,"FITTING AND ADJUSTMENT OF NONVASCULAR CATHETER, NOT ELSEWHERE CLASSIFIED",549,4856,66027,0.9314927415600356,2024,86,1938.0,0.042490118577075096,0.0009054256097471881,0.02855409618667382,0.027688345138441726,0.028593770748188918,71.58113673805602,54.30232558139535,72.38159879336351,0.2525703563234463,-0.01182,0.01182,0.41011000000000003,0.6476538660683465,0.9298245614035088,0.0,0.0,0.0,0.0,40.5,164.39999999999995,722,0.0,0.0,0.0,0.0,42.0,289.0,729
dv654_claim_cnt,numerical,23,,V588,"FITTING AND ADJUSTMENT OF NONVASCULAR CATHETER, NOT ELSEWHERE CLASSIFIED",23,70883,0,0.0,1441,39,1402.0,0.0270645385149202,0.00812914071325588,0.020329275002468856,0.012556342562781712,0.020685483276037597,0.03806272307887646,0.015775917578879587,0.03908405506292695,0.6123612710458595,-0.01184,0.01184,0.00162,0.010788209606986898,0.6020150541845526,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,45
dv654_flag,numerical,2,,V588,"FITTING AND ADJUSTMENT OF NONVASCULAR CATHETER, NOT ELSEWHERE CLASSIFIED",2,70883,0,0.0,1441,39,1402.0,0.0270645385149202,0.00812914071325588,0.020329275002468856,0.012556342562781712,0.020685483276037597,0.020329275002468856,0.012556342562781712,0.020685483276037597,0.39987361636205176,-0.01179,0.01179,0.0016899999999999999,0.011189218523878438,0.6020150541845526,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv654_index_max_dd,numerical,498,Date_Difference,V654,COUNSELING ON INJURY PREVENTION,498,1441,69442,0.9796707249975312,1257,33,1224.0,0.026252983293556086,0.007434626077312116,0.0177334480764076,0.010624597553122988,0.018059223630435103,187.4476058292852,210.94871794871798,186.7938659058488,0.12886188615749944,0.00824,0.00824,0.75454,0.8821160919540231,0.7998366013071896,0.0,0.0,18.0,120.0,410.0,536.6000000000003,702,0.0,0.0,21.0,112.0,305.5,503.90000000000015,730
dv654_index_min_dd,numerical,571,Date_Difference,V654,COUNSELING ON INJURY PREVENTION,571,1441,69442,0.9796707249975312,1298,34,1264.0,0.026194144838212637,0.00770283928257929,0.01831186603275821,0.010946555054732776,0.01864939433731207,245.9056210964608,233.61538461538458,246.24750356633385,0.051369785264054765,-0.01542,0.01542,0.5585399999999999,0.7602857780422494,0.7424050632911392,0.0,0.0,19.0,130.0,440.0,597.4000000000002,702,0.0,1.0,44.0,190.0,410.0,604.9000000000002,730
dv654_max_min_dd,numerical,264,Date_Difference,V654,COUNSELING ON INJURY PREVENTION,264,1441,69442,0.9796707249975312,391,6,385.0,0.015345268542199487,0.0037486480440320547,0.005516132217880169,0.0019317450096587247,0.00568039305369078,58.45801526717558,22.66666666666667,59.45363766048502,0.6292887438221735,-0.04679,0.04679,0.07582,0.21881061083123424,0.4802833530106258,0.0,0.0,0.0,0.0,0.0,30.40000000000001,394,0.0,0.0,0.0,0.0,12.0,262.70000000000033,721
dv675_claim_cnt,numerical,15,,V654,COUNSELING ON INJURY PREVENTION,15,70883,0,0.0,1071,34,1037.0,0.031746031746031744,0.0043536205210525205,0.015109405640280462,0.010946555054732776,0.015300175575785297,0.023277795804353654,0.0154539600772698,0.023636336810422414,0.35150994544003433,-0.00732,0.00732,0.05126,0.1657145127118644,0.7123036202185793,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,17
dv675_flag,numerical,2,,V654,COUNSELING ON INJURY PREVENTION,2,70883,0,0.0,1071,34,1037.0,0.031746031746031744,0.0043536205210525205,0.015109405640280462,0.010946555054732776,0.015300175575785297,0.015109405640280462,0.010946555054732776,0.015300175575785297,0.28813976040501005,-0.00731,0.00731,0.05177999999999999,0.16674120337790288,0.7123036202185793,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1
dv675_index_max_dd,numerical,501,Date_Difference,V675,OTHER FOLLOW-UP EXAMINATION,501,1071,69812,0.9848905943597196,1010,32,978.0,0.031683168316831684,0.004127033731628574,0.014248832583271025,0.0103026400515132,0.014429673783141774,246.9430438842204,280.9411764705883,245.82835101253616,0.14218997589790291,0.03063,0.03063,0.3166,0.5536501719526175,0.9652351738241308,0.0,20.50000000000001,90.0,264.0,448.5,543.0,695,0.0,11.0,57.0,201.0,399.0,571.4,730
dv675_index_min_dd,numerical,527,Date_Difference,V675,OTHER FOLLOW-UP EXAMINATION,527,1071,69812,0.9848905943597196,1024,32,992.0,0.03125,0.004333593479035511,0.014446341153732209,0.0103026400515132,0.014636233530548713,280.2754435107376,315.76470588235287,279.1118611378978,0.13077437068813674,0.02665,0.02665,0.38361,0.6230087859424921,0.7258064516129031,0.0,20.50000000000001,120.5,296.5,513.5,644.3,727,0.0,19.0,84.0,240.0,456.0,603.0,730
dv675_max_min_dd,numerical,141,Date_Difference,V675,OTHER FOLLOW-UP EXAMINATION,141,1071,69812,0.9848905943597196,198,4,194.0,0.020202020202020204,0.0015744979219141262,0.0027933354965224387,0.00128783000643915,0.002862327928353276,33.332399626517265,34.823529411764696,33.283510125361616,0.04620187276219778,-0.02893,0.02893,0.34426,0.5837618606375093,0.579381443298969,0.0,0.0,0.0,0.0,0.0,22.399999999999977,634,0.0,0.0,0.0,0.0,0.0,112.0,690
dv700_claim_cnt,numerical,25,,V675,OTHER FOLLOW-UP EXAMINATION,25,70883,0,0.0,12301,422,11879.0,0.03430615397122185,0.039399879995456105,0.17353949466021473,0.13586606567933032,0.17526594567478646,0.30066447526205153,0.2218287186091436,0.3042772621980908,0.2742211015022215,-0.02165,0.02165,0.0,0.0,0.7398545116311279,0.0,0.0,0.0,0.0,0.0,1.0,10,0.0,0.0,0.0,0.0,0.0,1.0,47
