Variable,Type,NumUniqueValues,Code,Description,Class,Variable_Type,Positive Above 0,Negative Above 0,Positive Mean above 0,Negative Mean above 0
d2852_claim_cnt,numerical,59,2852,ANEMIA IN CHRONIC KIDNEY DISEASE,ICD-9,NA,120,2036,4.366666666666666,5.052554027504912
d2852_index_max_dd,numerical,544,2852,ANEMIA IN CHRONIC KIDNEY DISEASE,ICD-9,Date_Difference,86,1558,222.7093023255814,190.00064184852374
d2852_index_min_dd,numerical,625,2852,ANEMIA IN CHRONIC KIDNEY DISEASE,ICD-9,Date_Difference,100,1730,338.87,331.4369942196532
d2852_max_min_dd,numerical,502,2852,ANEMIA IN CHRONIC KIDNEY DISEASE,ICD-9,Date_Difference,66,1141,223.24242424242425,243.08939526730938
d2859_claim_cnt,numerical,42,2859,"ANEMIA, UNSPECIFIED",ICD-9,NA,446,8903,2.9506726457399104,2.807143659440638
d2859_index_max_dd,numerical,727,2859,"ANEMIA, UNSPECIFIED",ICD-9,Date_Difference,374,7277,224.6096256684492,206.14071732856948
d2859_index_min_dd,numerical,732,2859,"ANEMIA, UNSPECIFIED",ICD-9,Date_Difference,411,7960,314.7031630170316,293.16557788944726
d2859_max_min_dd,numerical,696,2859,"ANEMIA, UNSPECIFIED",ICD-9,Date_Difference,232,4451,195.42672413793105,187.26398562120872
d2886_claim_cnt,numerical,21,2886,"LEUKOCYTOSIS, UNSPECIFIED",ICD-9,NA,49,1505,1.6938775510204083,2.0332225913621262
d2886_index_max_dd,numerical,526,2886,"LEUKOCYTOSIS, UNSPECIFIED",ICD-9,Date_Difference,42,1216,276.57142857142856,230.04276315789474
d2886_index_min_dd,numerical,564,2886,"LEUKOCYTOSIS, UNSPECIFIED",ICD-9,Date_Difference,42,1295,288.26190476190476,246.20617760617762
d2886_max_min_dd,numerical,157,2886,"LEUKOCYTOSIS, UNSPECIFIED",ICD-9,Date_Difference,16,621,30.6875,62.971014492753625
d3000_claim_cnt,numerical,43,3000,OTHER ANXIETY STATES,ICD-9,NA,91,3086,3.6373626373626373,2.87200259235256
d3000_index_max_dd,numerical,677,3000,OTHER ANXIETY STATES,ICD-9,Date_Difference,88,2857,235.1590909090909,242.96534826741336
d3000_index_min_dd,numerical,716,3000,OTHER ANXIETY STATES,ICD-9,Date_Difference,89,2943,360.1573033707865,361.87461773700306
d3000_max_min_dd,numerical,568,3000,OTHER ANXIETY STATES,ICD-9,Date_Difference,46,1446,246.95652173913044,256.4626556016598
d3051_claim_cnt,numerical,29,3051,NONDEPENDENT TOBACCO USE DISORDER,ICD-9,NA,107,4169,1.8598130841121496,2.311345646437995
d3051_index_max_dd,numerical,703,3051,NONDEPENDENT TOBACCO USE DISORDER,ICD-9,Date_Difference,98,3666,282.8265306122449,235.81560283687944
d3051_index_min_dd,numerical,728,3051,NONDEPENDENT TOBACCO USE DISORDER,ICD-9,Date_Difference,102,3891,362.6372549019608,336.60344384476997
d3051_max_min_dd,numerical,605,3051,NONDEPENDENT TOBACCO USE DISORDER,ICD-9,Date_Difference,39,1896,237.74358974358975,234.8227848101266
d311_claim_cnt,numerical,34,311,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",ICD-9,NA,87,2735,2.574712643678161,2.5718464351005483
d311_index_max_dd,numerical,677,311,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",ICD-9,Date_Difference,84,2523,285.0952380952381,258.25445897740786
d311_index_min_dd,numerical,702,311,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",ICD-9,Date_Difference,84,2602,372.5357142857143,356.6902382782475
d311_max_min_dd,numerical,512,311,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED",ICD-9,Date_Difference,36,1300,204.02777777777777,212.71692307692308
d3272_claim_cnt,numerical,54,3272,"ORGANIC SLEEP APNEA, UNSPECIFIED",ICD-9,NA,196,4210,6.505102040816326,5.7812351543943
d3272_index_max_dd,numerical,707,3272,"ORGANIC SLEEP APNEA, UNSPECIFIED",ICD-9,Date_Difference,192,4010,213.65104166666666,217.65261845386533
d3272_index_min_dd,numerical,726,3272,"ORGANIC SLEEP APNEA, UNSPECIFIED",ICD-9,Date_Difference,195,4135,437.04615384615386,441.9211608222491
d3272_max_min_dd,numerical,703,3272,"ORGANIC SLEEP APNEA, UNSPECIFIED",ICD-9,Date_Difference,136,2912,325.0220588235294,327.8011675824176
d3381_claim_cnt,numerical,18,3381,OTHER ACUTE PAIN,ICD-9,NA,62,1994,2.161290322580645,1.6053159478435306
d3381_index_max_dd,numerical,595,3381,OTHER ACUTE PAIN,ICD-9,Date_Difference,53,1610,249.83018867924528,257.3521739130435
d3381_index_min_dd,numerical,621,3381,OTHER ACUTE PAIN,ICD-9,Date_Difference,56,1659,290.07142857142856,271.63773357444245
d3381_max_min_dd,numerical,164,3381,OTHER ACUTE PAIN,ICD-9,Date_Difference,25,466,120.12,77.91845493562232
d3382_claim_cnt,numerical,30,3382,OTHER CHRONIC PAIN,ICD-9,NA,62,2102,2.3548387096774195,2.4372026641294005
d3382_index_max_dd,numerical,590,3382,OTHER CHRONIC PAIN,ICD-9,Date_Difference,57,1892,232.57894736842104,209.15116279069767
d3382_index_min_dd,numerical,652,3382,OTHER CHRONIC PAIN,ICD-9,Date_Difference,58,1952,294.82758620689657,279.1311475409836
d3382_max_min_dd,numerical,380,3382,OTHER CHRONIC PAIN,ICD-9,Date_Difference,17,774,226.05882352941177,192.70025839793283
d3383_claim_cnt,numerical,14,3383,NEOPLASM RELATED PAIN (ACUTE) (CHRONIC),ICD-9,NA,70,1096,1.4142857142857144,1.4680656934306568
d3383_index_max_dd,numerical,159,3383,NEOPLASM RELATED PAIN (ACUTE) (CHRONIC),ICD-9,Date_Difference,21,284,177.61904761904762,98.30633802816901
d3383_index_min_dd,numerical,185,3383,NEOPLASM RELATED PAIN (ACUTE) (CHRONIC),ICD-9,Date_Difference,24,339,174.375,122.62536873156343
d3383_max_min_dd,numerical,80,3383,NEOPLASM RELATED PAIN (ACUTE) (CHRONIC),ICD-9,Date_Difference,10,143,45.5,95.46153846153847
d3483_claim_cnt,numerical,24,3483,OTHER ENCEPHALOPATHY,ICD-9,NA,31,1128,2.2903225806451615,2.4663120567375887
d3483_index_max_dd,numerical,396,3483,OTHER ENCEPHALOPATHY,ICD-9,Date_Difference,27,764,170.2962962962963,223.3651832460733
d3483_index_min_dd,numerical,444,3483,OTHER ENCEPHALOPATHY,ICD-9,Date_Difference,27,854,208.5185185185185,235.60421545667447
d3483_max_min_dd,numerical,135,3483,OTHER ENCEPHALOPATHY,ICD-9,Date_Difference,14,502,73.71428571428571,60.866533864541836
d3569_claim_cnt,numerical,24,3569,UNSPECIFIED HEREDITARY AND IDIOPATHIC PERIPHERAL NEUROPATHY,ICD-9,NA,49,1337,2.36734693877551,2.31264023934181
d3569_index_max_dd,numerical,590,3569,UNSPECIFIED HEREDITARY AND IDIOPATHIC PERIPHERAL NEUROPATHY,ICD-9,Date_Difference,48,1293,308.2708333333333,331.08739365815933
d3569_index_min_dd,numerical,601,3569,UNSPECIFIED HEREDITARY AND IDIOPATHIC PERIPHERAL NEUROPATHY,ICD-9,Date_Difference,48,1307,392.6041666666667,415.03060443764343
d3569_max_min_dd,numerical,336,3569,UNSPECIFIED HEREDITARY AND IDIOPATHIC PERIPHERAL NEUROPATHY,ICD-9,Date_Difference,24,545,168.66666666666666,209.81467889908257
d3572_claim_cnt,numerical,25,3572,POLYNEUROPATHY IN DIABETES,ICD-9,NA,51,965,2.372549019607843,2.6455958549222798
d3572_index_max_dd,numerical,513,3572,POLYNEUROPATHY IN DIABETES,ICD-9,Date_Difference,48,910,354.9583333333333,300.7648351648352
d3572_index_min_dd,numerical,530,3572,POLYNEUROPATHY IN DIABETES,ICD-9,Date_Difference,50,929,454.48,410.2626480086114
d3572_max_min_dd,numerical,302,3572,POLYNEUROPATHY IN DIABETES,ICD-9,Date_Difference,23,471,247.2173913043478,228.10615711252655
d3625_claim_cnt,numerical,40,3625,MACULAR PUCKERING OF RETINA,ICD-9,NA,204,3987,3.2941176470588234,3.3370955605718584
d3625_index_max_dd,numerical,707,3625,MACULAR PUCKERING OF RETINA,ICD-9,Date_Difference,203,3952,227.71428571428572,252.81756072874495
d3625_index_min_dd,numerical,722,3625,MACULAR PUCKERING OF RETINA,ICD-9,Date_Difference,203,3975,427.51724137931035,445.2583647798742
d3625_max_min_dd,numerical,642,3625,MACULAR PUCKERING OF RETINA,ICD-9,Date_Difference,110,2161,368.72727272727275,356.6714484035169
d3650_claim_cnt,numerical,16,3650,"OPEN ANGLE WITH BORDERLINE FINDINGS, HIGH RISK",ICD-9,NA,128,2477,2.09375,2.308437626160678
d3650_index_max_dd,numerical,690,3650,"OPEN ANGLE WITH BORDERLINE FINDINGS, HIGH RISK",ICD-9,Date_Difference,128,2466,279.4296875,279.3844282238443
d3650_index_min_dd,numerical,698,3650,"OPEN ANGLE WITH BORDERLINE FINDINGS, HIGH RISK",ICD-9,Date_Difference,128,2474,425.3046875,423.29708973322556
d3650_max_min_dd,numerical,519,3650,"OPEN ANGLE WITH BORDERLINE FINDINGS, HIGH RISK",ICD-9,Date_Difference,63,1251,296.3809523809524,286.3908872901679
d3651_claim_cnt,numerical,24,3651,PIGMENTARY OPEN-ANGLE GLAUCOMA,ICD-9,NA,116,2475,3.7586206896551726,4.138585858585858
d3651_index_max_dd,numerical,646,3651,PIGMENTARY OPEN-ANGLE GLAUCOMA,ICD-9,Date_Difference,116,2464,238.33620689655172,211.40381493506493
d3651_index_min_dd,numerical,662,3651,PIGMENTARY OPEN-ANGLE GLAUCOMA,ICD-9,Date_Difference,116,2472,504.33620689655174,498.46925566343043
d3651_max_min_dd,numerical,615,3651,PIGMENTARY OPEN-ANGLE GLAUCOMA,ICD-9,Date_Difference,86,1841,358.7906976744186,386.3753394894079
d3661_claim_cnt,numerical,21,3661,SENILE NUCLEAR SCLEROSIS,ICD-9,NA,400,8033,2.55,2.7196564172787254
d3661_index_max_dd,numerical,732,3661,SENILE NUCLEAR SCLEROSIS,ICD-9,Date_Difference,398,8009,300.81658291457285,296.743788238232
d3661_index_min_dd,numerical,732,3661,SENILE NUCLEAR SCLEROSIS,ICD-9,Date_Difference,399,8024,407.9298245614035,416.1410767696909
d3661_max_min_dd,numerical,655,3661,SENILE NUCLEAR SCLEROSIS,ICD-9,Date_Difference,203,4326,212.01477832512316,222.4907535829866
d3665_claim_cnt,numerical,13,3665,SOEMMERING'S RING,ICD-9,NA,87,1622,1.896551724137931,1.9913686806411837
d3665_index_max_dd,numerical,641,3665,SOEMMERING'S RING,ICD-9,Date_Difference,87,1619,297.82758620689657,317.99073502161826
d3665_index_min_dd,numerical,653,3665,SOEMMERING'S RING,ICD-9,Date_Difference,87,1620,356.0919540229885,400.1061728395062
d3665_max_min_dd,numerical,300,3665,SOEMMERING'S RING,ICD-9,Date_Difference,39,741,129.97435897435898,179.9527665317139
d3669_claim_cnt,numerical,15,3669,UNSPECIFIED CATARACT,ICD-9,NA,75,1457,2.013333333333333,1.9265614275909402
d3669_index_max_dd,numerical,612,3669,UNSPECIFIED CATARACT,ICD-9,Date_Difference,75,1445,366.72,342.93356401384085
d3669_index_min_dd,numerical,636,3669,UNSPECIFIED CATARACT,ICD-9,Date_Difference,75,1450,409.18666666666667,379.85793103448276
d3669_max_min_dd,numerical,207,3669,UNSPECIFIED CATARACT,ICD-9,Date_Difference,37,557,86.08108108108108,99.20107719928187
d3674_claim_cnt,numerical,10,3674,PRESBYOPIA,ICD-9,NA,84,2199,1.3928571428571428,1.2796725784447476
d3674_index_max_dd,numerical,688,3674,PRESBYOPIA,ICD-9,Date_Difference,84,2191,282.23809523809524,318.8188041989959
d3674_index_min_dd,numerical,698,3674,PRESBYOPIA,ICD-9,Date_Difference,84,2193,341.4761904761905,359.8768809849521
d3674_max_min_dd,numerical,215,3674,PRESBYOPIA,ICD-9,Date_Difference,13,321,382.7692307692308,282.4859813084112
d3751_claim_cnt,numerical,13,3751,SECONDARY LACRIMAL ATROPHY,ICD-9,NA,89,1962,1.7303370786516854,1.7257900101936798
d3751_index_max_dd,numerical,640,3751,SECONDARY LACRIMAL ATROPHY,ICD-9,Date_Difference,89,1956,309.29213483146066,288.0833333333333
d3751_index_min_dd,numerical,676,3751,SECONDARY LACRIMAL ATROPHY,ICD-9,Date_Difference,89,1959,395.4831460674157,384.90148034711586
d3751_max_min_dd,numerical,372,3751,SECONDARY LACRIMAL ATROPHY,ICD-9,Date_Difference,27,657,284.1111111111111,290.0015220700152
d3792_claim_cnt,numerical,20,3792,VITREOMACULAR ADHESION,ICD-9,NA,142,2980,1.7746478873239437,1.7953020134228188
d3792_index_max_dd,numerical,706,3792,VITREOMACULAR ADHESION,ICD-9,Date_Difference,142,2974,287.0281690140845,302.58204438466714
d3792_index_min_dd,numerical,716,3792,VITREOMACULAR ADHESION,ICD-9,Date_Difference,142,2977,393.6478873239437,400.6970104131676
d3792_max_min_dd,numerical,455,3792,VITREOMACULAR ADHESION,ICD-9,Date_Difference,55,1035,275.27272727272725,283.087922705314
d3804_claim_cnt,numerical,14,3804,IMPACTED CERUMEN,ICD-9,NA,139,2813,1.6330935251798562,1.5680767863490934
d3804_index_max_dd,numerical,712,3804,IMPACTED CERUMEN,ICD-9,Date_Difference,139,2796,315.58992805755395,309.7052932761087
d3804_index_min_dd,numerical,716,3804,IMPACTED CERUMEN,ICD-9,Date_Difference,139,2801,381.6906474820144,375.07711531595857
d3804_max_min_dd,numerical,371,3804,IMPACTED CERUMEN,ICD-9,Date_Difference,36,699,255.22222222222223,264.17024320457796
d3891_claim_cnt,numerical,15,3891,"SENSORINEURAL HEARING LOSS, BILATERAL",ICD-9,NA,95,2193,1.8421052631578947,1.6735066119471045
d3891_index_max_dd,numerical,685,3891,"SENSORINEURAL HEARING LOSS, BILATERAL",ICD-9,Date_Difference,95,2181,354.2315789473684,317.14809720311786
d3891_index_min_dd,numerical,689,3891,"SENSORINEURAL HEARING LOSS, BILATERAL",ICD-9,Date_Difference,95,2183,424.9684210526316,366.7695831424645
d3891_max_min_dd,numerical,295,3891,"SENSORINEURAL HEARING LOSS, BILATERAL",ICD-9,Date_Difference,29,588,231.72413793103448,185.30272108843536
d3899_claim_cnt,numerical,16,3899,UNSPECIFIED HEARING LOSS,ICD-9,NA,34,1175,1.5294117647058822,1.6748936170212767
d3899_index_max_dd,numerical,573,3899,UNSPECIFIED HEARING LOSS,ICD-9,Date_Difference,32,1127,355.125,316.0417036379769
d3899_index_min_dd,numerical,587,3899,UNSPECIFIED HEARING LOSS,ICD-9,Date_Difference,32,1133,392,357.28155339805824
d3899_max_min_dd,numerical,174,3899,UNSPECIFIED HEARING LOSS,ICD-9,Date_Difference,6,232,196.66666666666666,209.57327586206895
d4011_claim_cnt,numerical,43,4011,BENIGN ESSENTIAL HYPERTENSION,ICD-9,NA,591,13348,3.4805414551607443,3.4513784836679653
d4011_index_max_dd,numerical,732,4011,BENIGN ESSENTIAL HYPERTENSION,ICD-9,Date_Difference,583,12950,309.8696397941681,309.6752895752896
d4011_index_min_dd,numerical,732,4011,BENIGN ESSENTIAL HYPERTENSION,ICD-9,Date_Difference,588,13198,504.7057823129252,494.84330959236246
d4011_max_min_dd,numerical,727,4011,BENIGN ESSENTIAL HYPERTENSION,ICD-9,Date_Difference,376,8511,308.81117021276594,296.16343555398896
d4019_claim_cnt,numerical,82,4019,UNSPECIFIED ESSENTIAL HYPERTENSION,ICD-9,NA,1350,32169,4.489629629629629,4.666417980042898
d4019_index_max_dd,numerical,732,4019,UNSPECIFIED ESSENTIAL HYPERTENSION,ICD-9,Date_Difference,1210,26734,191.04710743801652,169.3951148350415
d4019_index_min_dd,numerical,732,4019,UNSPECIFIED ESSENTIAL HYPERTENSION,ICD-9,Date_Difference,1304,30597,418.5835889570552,401.61326273817696
d4019_max_min_dd,numerical,732,4019,UNSPECIFIED ESSENTIAL HYPERTENSION,ICD-9,Date_Difference,932,22874,337.6244635193133,339.2302177144356
d4029_claim_cnt,numerical,24,4029,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH CONGESTIVE HEART FAILURE,ICD-9,NA,56,1539,2.9464285714285716,2.589993502274204
d4029_index_max_dd,numerical,564,4029,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH CONGESTIVE HEART FAILURE,ICD-9,Date_Difference,51,1406,224.15686274509804,225.44096728307255
d4029_index_min_dd,numerical,613,4029,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH CONGESTIVE HEART FAILURE,ICD-9,Date_Difference,52,1451,355.8269230769231,328.1950379048932
d4029_max_min_dd,numerical,377,4029,UNSPECIFIED HYPERTENSIVE HEART DISEASE WITH CONGESTIVE HEART FAILURE,ICD-9,Date_Difference,35,738,202.02857142857144,215.77371273712737
d4039_claim_cnt,numerical,38,4039,"HYPERTENSIVE CHRONIC KIDNEY DISEASE, UNSPECIFIED, WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",ICD-9,NA,83,2796,3.3855421686746987,2.986051502145923
d4039_index_max_dd,numerical,620,4039,"HYPERTENSIVE CHRONIC KIDNEY DISEASE, UNSPECIFIED, WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",ICD-9,Date_Difference,73,2386,173.17808219178082,198.56160938809722
d4039_index_min_dd,numerical,702,4039,"HYPERTENSIVE CHRONIC KIDNEY DISEASE, UNSPECIFIED, WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",ICD-9,Date_Difference,80,2576,300.225,316.1801242236025
d4039_max_min_dd,numerical,565,4039,"HYPERTENSIVE CHRONIC KIDNEY DISEASE, UNSPECIFIED, WITH CHRONIC KIDNEY DISEASE STAGE I THROUGH STAGE IV, OR UNSPECIFIED",ICD-9,Date_Difference,51,1519,223.05882352941177,224.30019749835418
d4107_claim_cnt,numerical,23,4107,"SUBENDOCARDIAL INFARCTION, SUBSEQUENT EPISODE OF CARE",ICD-9,NA,51,1613,2.215686274509804,2.3446993180409175
d4107_index_max_dd,numerical,535,4107,"SUBENDOCARDIAL INFARCTION, SUBSEQUENT EPISODE OF CARE",ICD-9,Date_Difference,47,1359,238.31914893617022,218.40544518027963
d4107_index_min_dd,numerical,558,4107,"SUBENDOCARDIAL INFARCTION, SUBSEQUENT EPISODE OF CARE",ICD-9,Date_Difference,47,1413,248.48936170212767,235.72965322009907
d4107_max_min_dd,numerical,163,4107,"SUBENDOCARDIAL INFARCTION, SUBSEQUENT EPISODE OF CARE",ICD-9,Date_Difference,20,621,23.9,58.410628019323674
d412_claim_cnt,numerical,23,412,OLD MYOCARDIAL INFARCTION,ICD-9,NA,63,1720,2.126984126984127,2.1348837209302327
d412_index_max_dd,numerical,617,412,OLD MYOCARDIAL INFARCTION,ICD-9,Date_Difference,61,1608,261.21311475409834,267.64925373134326
d412_index_min_dd,numerical,661,412,OLD MYOCARDIAL INFARCTION,ICD-9,Date_Difference,62,1642,374.64516129032256,365.942143727162
d412_max_min_dd,numerical,405,412,OLD MYOCARDIAL INFARCTION,ICD-9,Date_Difference,31,728,235.29032258064515,234.19917582417582
d4139_claim_cnt,numerical,24,4139,OTHER AND UNSPECIFIED ANGINA PECTORIS,ICD-9,NA,55,1607,2.709090909090909,2.2955818294959554
d4139_index_max_dd,numerical,632,4139,OTHER AND UNSPECIFIED ANGINA PECTORIS,ICD-9,Date_Difference,55,1564,329.41818181818184,293.9757033248082
d4139_index_min_dd,numerical,661,4139,OTHER AND UNSPECIFIED ANGINA PECTORIS,ICD-9,Date_Difference,55,1583,395.05454545454546,371.5761212886924
d4139_max_min_dd,numerical,341,4139,OTHER AND UNSPECIFIED ANGINA PECTORIS,ICD-9,Date_Difference,18,715,200.55555555555554,179.61818181818182
d4140_claim_cnt,numerical,51,4140,CORONARY ATHEROSCLEROSIS OF ARTERY BYPASS GRAFT,ICD-9,NA,568,12703,4.39612676056338,4.879556010391246
d4140_index_max_dd,numerical,728,4140,CORONARY ATHEROSCLEROSIS OF ARTERY BYPASS GRAFT,ICD-9,Date_Difference,531,11290,213.83050847457628,200.00770593445526
d4140_index_min_dd,numerical,732,4140,CORONARY ATHEROSCLEROSIS OF ARTERY BYPASS GRAFT,ICD-9,Date_Difference,556,12300,440.03776978417267,440.0078861788618
d4140_max_min_dd,numerical,731,4140,CORONARY ATHEROSCLEROSIS OF ARTERY BYPASS GRAFT,ICD-9,Date_Difference,375,8950,349.6453333333333,352.40335195530724
d4148_claim_cnt,numerical,27,4148,OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE,ICD-9,NA,45,1371,3.7111111111111112,3.099197665937272
d4148_index_max_dd,numerical,532,4148,OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE,ICD-9,Date_Difference,45,1295,203.2888888888889,225.607722007722
d4148_index_min_dd,numerical,616,4148,OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE,ICD-9,Date_Difference,45,1331,387.15555555555557,360.89331329827195
d4148_max_min_dd,numerical,410,4148,OTHER SPECIFIED FORMS OF CHRONIC ISCHEMIC HEART DISEASE,ICD-9,Date_Difference,27,771,306.44444444444446,244.0817120622568
d4149_claim_cnt,numerical,23,4149,"CHRONIC ISCHEMIC HEART DISEASE, UNSPECIFIED",ICD-9,NA,45,1191,3.022222222222222,2.4357682619647356
d4149_index_max_dd,numerical,583,4149,"CHRONIC ISCHEMIC HEART DISEASE, UNSPECIFIED",ICD-9,Date_Difference,41,1155,265.4634146341463,340.9549783549784
d4149_index_min_dd,numerical,567,4149,"CHRONIC ISCHEMIC HEART DISEASE, UNSPECIFIED",ICD-9,Date_Difference,42,1166,403.8095238095238,430.39365351629505
d4149_max_min_dd,numerical,297,4149,"CHRONIC ISCHEMIC HEART DISEASE, UNSPECIFIED",ICD-9,Date_Difference,26,539,233.69230769230768,200.4378478664193
d4151_claim_cnt,numerical,43,4151,OTHER PULMONARY EMBOLISM AND INFARCTION,ICD-9,NA,44,1160,4.2727272727272725,5.054310344827586
d4151_index_max_dd,numerical,407,4151,OTHER PULMONARY EMBOLISM AND INFARCTION,ICD-9,Date_Difference,37,814,233.32432432432432,212.009828009828
d4151_index_min_dd,numerical,467,4151,OTHER PULMONARY EMBOLISM AND INFARCTION,ICD-9,Date_Difference,39,908,337.3333333333333,303.84140969162996
d4151_max_min_dd,numerical,292,4151,OTHER PULMONARY EMBOLISM AND INFARCTION,ICD-9,Date_Difference,26,606,173.96153846153845,170.4818481848185
d4240_claim_cnt,numerical,29,4240,MITRAL VALVE DISORDERS,ICD-9,NA,117,2856,1.8974358974358974,1.9562324929971988
d4240_index_max_dd,numerical,693,4240,MITRAL VALVE DISORDERS,ICD-9,Date_Difference,114,2773,318.7105263157895,281.2401730977281
d4240_index_min_dd,numerical,716,4240,MITRAL VALVE DISORDERS,ICD-9,Date_Difference,115,2802,389.4782608695652,360.7655246252677
d4240_max_min_dd,numerical,451,4240,MITRAL VALVE DISORDERS,ICD-9,Date_Difference,30,938,281.9,246.2537313432836
d4241_claim_cnt,numerical,40,4241,AORTIC VALVE DISORDERS,ICD-9,NA,136,2659,3.1029411764705883,3.139902218879278
d4241_index_max_dd,numerical,687,4241,AORTIC VALVE DISORDERS,ICD-9,Date_Difference,131,2530,290.2519083969466,256.7407114624506
d4241_index_min_dd,numerical,702,4241,AORTIC VALVE DISORDERS,ICD-9,Date_Difference,133,2601,399.6842105263158,382.31257208765857
d4241_max_min_dd,numerical,541,4241,AORTIC VALVE DISORDERS,ICD-9,Date_Difference,58,1242,260.94827586206895,277.6497584541063
d4242_claim_cnt,numerical,9,4242,"TRICUSPID VALVE DISORDERS, SPECIFIED AS NONRHEUMATIC",ICD-9,NA,50,1245,1.42,1.2642570281124499
d4242_index_max_dd,numerical,573,4242,"TRICUSPID VALVE DISORDERS, SPECIFIED AS NONRHEUMATIC",ICD-9,Date_Difference,50,1207,319.18,299.3024026512013
d4242_index_min_dd,numerical,584,4242,"TRICUSPID VALVE DISORDERS, SPECIFIED AS NONRHEUMATIC",ICD-9,Date_Difference,50,1210,373.78,335.41239669421486
d4242_max_min_dd,numerical,143,4242,"TRICUSPID VALVE DISORDERS, SPECIFIED AS NONRHEUMATIC",ICD-9,Date_Difference,9,184,303.3333333333333,242.3423913043478
d4254_claim_cnt,numerical,33,4254,OTHER PRIMARY CARDIOMYOPATHIES,ICD-9,NA,80,1760,3.1125,3.605681818181818
d4254_index_max_dd,numerical,621,4254,OTHER PRIMARY CARDIOMYOPATHIES,ICD-9,Date_Difference,80,1635,302.1,263.0721712538226
d4254_index_min_dd,numerical,646,4254,OTHER PRIMARY CARDIOMYOPATHIES,ICD-9,Date_Difference,80,1701,422.8,419.429747207525
d4254_max_min_dd,numerical,491,4254,OTHER PRIMARY CARDIOMYOPATHIES,ICD-9,Date_Difference,40,1045,241.4,271.12631578947367
d4273_claim_cnt,numerical,90,4273,ATRIAL FLUTTER,ICD-9,NA,325,7438,9.098461538461539,8.376310836246303
d4273_index_max_dd,numerical,712,4273,ATRIAL FLUTTER,ICD-9,Date_Difference,292,6093,168.38013698630138,169.61447562776956
d4273_index_min_dd,numerical,731,4273,ATRIAL FLUTTER,ICD-9,Date_Difference,317,7049,441.2870662460568,426.36331394524046
d4273_max_min_dd,numerical,731,4273,ATRIAL FLUTTER,ICD-9,Date_Difference,261,5616,347.59003831417624,351.13497150997154
d4276_claim_cnt,numerical,14,4276,OTHER PREMATURE BEATS,ICD-9,NA,59,1481,1.5932203389830508,1.6975016880486158
d4276_index_max_dd,numerical,604,4276,OTHER PREMATURE BEATS,ICD-9,Date_Difference,56,1404,271.7142857142857,276.3048433048433
d4276_index_min_dd,numerical,615,4276,OTHER PREMATURE BEATS,ICD-9,Date_Difference,57,1418,291.1578947368421,328.1241184767278
